date,title,description,url
2024-02-13T01:30:00+00:00,"Kenyan Marathon Star Kiptum, Coach Killed in Car Crash","Kenyan marathon star Kelvin Kiptum and his coach were killed in a traffic accident in the Rift Valley on Sunday, cutting short the promising career of the only man to have run the endurance classic in less than two hours and one minute. Rachel Graham of Reuters reports.",https://www.voaafrica.com/a/7484003.html
2024-02-07T10:30:00+00:00,Kenyan Entrepreneur Uses Indigenous Grains to Foster Environmental Sustainability,"Kenyan entrepreneurs are attempting to promote the consumption of indigenous grains such as millet and sorghum, especially to younger generations who believe the food stuffs are for the poor. For more, reporter Juma Majanga filed this report.",https://www.voaafrica.com/a/7471855.html
2024-02-06T15:44:43+00:00,"Kenya Cult Leader, Associates Charged with 191 Murders","Kenyan cult leader, Paul Mackenzie, and 29 of his associates on Tuesday were charged with 191 murders following allegations that the self-proclaimed religious leader ordered members of his church to starve themselves and their children to ensure that they can get into heaven. Reuters’ David Doyle has more.",https://www.voaafrica.com/a/7473161.html
2024-01-24T22:26:18+00:00,Kenya Company Turns Flip-Flops Into Sustainable Art,"Millions of flip-flops end up in oceans, waterways, dumpsites and landfills all over the world. A Kenya-based company has found creative and sustainable ways to reuse them. VOA Nairobi bureau chief Mariama Diallo visited their warehouse located in Karen, about 45 minutes from the city center. Camera: Amos Wangua",https://www.voaafrica.com/a/7452232.html
2024-01-20T09:00:00+00:00,Kenyan Journalist Spotlights Women Challenges,"A Kenyan journalist is running a publication which exclusively reports on issues affecting women. Her publication, Woman Kenya Network, is aimed to helping women to tell their stories in a society that they say downplays their issues. Victoria Amunga reports from Nairobi.",https://www.voaafrica.com/a/7447370.html
2023-12-24T11:30:00+00:00,Nairobi Glows as Kenyans Celebrate the Festive Season Despite Challenges,"For many Kenyans, 2023 has been a tough year, and some residents in the country's capital say they are trying to make ends meet at a time when they would normally travel outside the city and spend time with friends and family. This year, the Kenyan government imposed strict new tax laws, increasing the cost of living, and causing citizens to feel the pinch deep in their pockets. But many Kenyans are still determined to share the joy and warmth of the festive season.",https://www.voaafrica.com/a/7409897.html
2023-12-23T09:00:00+00:00,Kenyan Conservationists Propose Bird-Friendly Infrastructure as Species Decline,"Conservationists in Kenya warn that nearly all the country's 103 species of raptors, also known as predatory birds, have declined. These wildlife advocates are now proposing the construction of bird-friendly infrastructure to avert possible extinction. For VOA, Francis Ontomwa has this report from Nakuru, Kenya.",https://www.voaafrica.com/a/7405814.html
2023-12-21T07:00:00+00:00,Urban Farming Improves Food Security in Kenya,"As populations swell in cities around the world, urban food security has become a growing problem. In Nairobi, urban farming technology is being used to help ease the food shortage problem. Juma Majanga reports from Nairobi. Camera: Amos Wangwa",https://www.voaafrica.com/a/7405808.html
2023-12-13T07:00:00+00:00,"Electrical Wires, Poles Pose Threat to Rare Birds in Kenya","As nearly all of Kenya’s 103 species of raptors decline in population, wildlife advocates are proposing the construction of bird-friendly infrastructure to avert possible extinction. Francis Ontomwa has this report from Nakuru, Kenya. (Camera: Amos Wangwa)",https://www.voaafrica.com/a/7395178.html
2023-12-10T12:00:57+00:00,China’s Nairobi Embassy Hosts Food Extravaganza to Boost Kenya Ties,"While experts continue to debate over the impact of loans and trade relations between China and Kenya, the Asian nation’s embassy in the East African nation’s capital, Nairobi, recently launched a food extravaganza focused on boosting cultural ties between the two. For VOA, Victoria Amunga reports from Nairobi.",https://www.voaafrica.com/a/7389974.html
2023-12-01T10:30:02+00:00,Kenya Makes Strides Towards Eradicating HIV/AIDS by 2030,"Over one million people in Kenya are living with HIV as the East African nation grapples with high infection rates. Kenya, however, has seen a 78% reduction in new infections and a 57% decrease in AIDS-related deaths. Health officials say they aim to eliminate the pandemic by 2030. For VOA, Juma Majanga reports from Nairobi.",https://www.voaafrica.com/a/7379210.html
2023-11-17T00:00:00+00:00,Young Africans Hope to Address Climate Challenges Through Training Program,"Fifty young innovators and leaders from 19 African countries attended a three-week leadership and professional development training program in Ghana’s capital, Accra. Sponsored by the U.S. government, the Young African Leaders Initiative, or YALI, program challenges them to find technology-focused social and business solutions to climate challenges. Isaac Kaledzi has more from Accra.",https://www.voaafrica.com/a/7356514.html
2023-11-15T22:50:27+00:00,Sole Female Ambulance Driver in Kenyan Refugee Camp Defies Norms,"Batula Ali is the only woman ambulance driver in Kenya’s largest refugee camp, Dadaab. Ahmed Hussein met Ali and reports from Garissa County, Kenya about breaking gender norms and societal expectations.",https://www.voaafrica.com/a/7356516.html
2023-11-14T05:00:32+00:00,Kenyan Students Make Flour From Grass,Students from Kabarak University in Kenya have developed a method for turning grass into flour that can be consumed by humans. The flour will be used to make ugali — a dish commonly made from cornmeal — since grain has become too expensive for many families. Juma Majanga reports from Nairobi.,https://www.voaafrica.com/a/7353001.html
2023-11-01T10:00:56+00:00,Kenyan Entrepreneur Addresses Water Shortages During Dry Seasons,"As Kenya prepares for heavy rains forecasted to occur in November and December, water-harvesting and recycling technology developed by a Kenyan entrepreneur could help reduce water shortages during drier times of the year. Juma Majanga reports from Isinya, Kenya.",https://www.voaafrica.com/a/7334802.html
2023-10-30T11:40:53+00:00,Britain’s King Charles III Set for Kenya Four-Day Visit,"King Charles III is scheduled to start his four-day visit to Kenya on Tuesday — his first trip to Africa since becoming king — during which he will address several issues, among them Britain’s colonial past with the East African nation. For more VOA’s Nairobi Bureau Chief Mariama Diallo filed this report.",https://www.voaafrica.com/a/7332652.html
2023-10-17T06:00:37+00:00,Kenyan Radio Broadcaster Promotes ‘Solutions Journalism’ to Address Social Problems,"Henix Obuchunju, a Kenyan radio broadcaster that predominantly focuses on social issues like gender-based violence, GBV, is calling on African media practitioners to focus on ‘solutions journalism.’ Obuchunju says the genre is a better way to address societal problems across Africa while capitalizing on the increased usage of social media platforms such as TikTok, for communications. For more, reporter Victoria Amunga filed this report from Kenya’s capital, Nairobi.",https://www.voaafrica.com/a/7312749.html
2023-10-08T07:00:33+00:00,Invasive Plant Worsens Drought in Northern Kenya,"Drought-stricken Northern Kenya faces the worst dry spell in 40 years, with more than 5 million people affected. Worse still, a relentless invasive plant is unleashing even more devastation on the environment, livestock and livelihoods. Francis Ontomwa reports from Isiolo, Kenya.",https://www.voaafrica.com/a/7300281.html
2023-10-03T11:56:22+00:00,Ruto Reacts to UN Resolution Approval of Kenya Led Forces for Haiti Gangs,Kenyan President William Ruto Tuesday expressed delight after the United Nations Security Council on Monday voted in favor of deploying an international force led by the East African nation to Haiti to fight increasing violent crimes perpetuated by gangs in the Caribbean nation.,https://www.voaafrica.com/a/7294560.html
2023-10-03T10:00:00+00:00,Kenyans Divided Over Sending Force to Haiti,"Some Kenyans have expressed concern over a government proposal to send 1,000 police officers to Haiti as part of an international force led by the East African nation, mandated with addressing violent crime in the Caribbean nation. For more, VOA’s Nairobi Bureau Chief Mariama Diallo filed this report.",https://www.voaafrica.com/a/7293794.html
2023-10-01T10:30:55+00:00,Kenya’s Longhorn Publishers Helps Students Using Artificial Intelligence,"Longhorn Publishers, a Kenya-based publishing outlet, is using its LoHo Learning platform to help students from different financial backgrounds gain access to quality education using Artificial Intelligence technology, popularly known as A.I. Through the platform, students will have access to learning materials at a fraction of the cost, sparing them from spending over $100 annually on textbooks For more, Victoria Amunga produced this report from Kenya’s capital, Nairobi.",https://www.voaafrica.com/a/7290263.html
2023-09-27T06:00:00+00:00,Global Humanitarian Group Helps Kenyans Fight Climate Change,"The charity group Mercy Corps is helping rural communities in Kenya preserve rangelands and protect themselves against the impact of climate change. For more, reporter Ahmed Hussein produced this report from Wajir County, Kenya.",https://www.voaafrica.com/a/7284420.html
2023-09-22T17:11:16+00:00,Kenya’s Ruto Addresses 78th UNGA,Kenya’s President William Ruto addresses the 78th session of the United Nations General Assembly in New York.,https://www.voaafrica.com/a/7279971.html
2023-09-15T11:06:22+00:00,Kenyan Activist Calls for TikTok Ban,"Bob Ndolo, a petitioner with Kenya’s “Ban TikTok” movement has called on President William Ruto’s administration to ban the popular Chinese mobile application. Ndolo says he wants Kenya to ban the app because “you find young girls that you call your sister, your auntie or mother, all there half naked.” For more, reporter Francis Ontomwa produced this report from Kenya’s capital, Nairobi.",https://www.voaafrica.com/a/7268354.html
2023-09-14T12:58:01+00:00,Kenyan Religious Leaders Protest LGBTQ Rights,"Kenyan religious leaders Wednesday took to the streets of Mombasa, a port city, to protest a ruling passed Tuesday by the nation’s supreme court that reaffirmed the LGBTQ community’s right to association. Protestors are calling on President William Ruto to follow in the footsteps of his Ugandan counterpart, Yoweri Museveni, who has condemned LGBTQ relations, despite criticism from Western leaders who regard the matter as a human rights violation.",https://www.voaafrica.com/a/7268127.html
